sugar_level,ph_level,alcohol_level,fixed acidity,volatile acidity,citric acid,chlorides,free sulfur dioxide,total sulfur dioxide,density,sulphates,class
1.5 - 2.0,3.25 - 3.50,> 12.0,5.5,0.49,0.03,0.044000000000000004,28.0,87.0,0.9908,0.82,high
1.5 - 2.0,3.50 - 3.75,> 12.0,5.0,0.38,0.01,0.048,26.0,60.0,0.9908399999999999,0.75,high
1.5 - 2.0,3.25 - 3.50,11.5 - 12.0,7.3,0.44,0.2,0.049,24.0,64.0,0.9935,0.57,high
1.5 - 2.0,3.25 - 3.50,11.0 - 11.5,5.9,0.46,0.0,0.077,25.0,44.0,0.99385,0.53,low
1.5 - 2.0,3.00 - 3.25,9.0 - 9.5,7.5,0.58,0.2,0.073,34.0,44.0,0.9949399999999999,0.43,low
2.0 - 2.5,3.00 - 3.25,11.0 - 11.5,7.8,0.58,0.13,0.102,17.0,36.0,0.9944,0.53,high
2.0 - 2.5,3.00 - 3.25,9.0 - 9.5,8.0,0.715,0.22,0.075,13.0,81.0,0.9968799999999999,0.54,high
> 3.0,3.25 - 3.50,11.5 - 12.0,8.5,0.4,0.4,0.05,3.0,10.0,0.99566,0.56,low
1.5 - 2.0,3.25 - 3.50,9.5 - 10.0,7.0,0.69,0.0,0.114,3.0,10.0,0.99636,0.6,high
2.0 - 2.5,3.00 - 3.25,9.0 - 9.5,8.0,0.715,0.22,0.075,13.0,81.0,0.9968799999999999,0.54,high
1.5 - 2.0,3.00 - 3.25,11.0 - 11.5,9.8,0.3,0.39,0.062,3.0,9.0,0.9948,0.57,high
1.5 - 2.0,3.25 - 3.50,10.0 - 10.5,7.1,0.46,0.2,0.077,28.0,54.0,0.9956,0.64,high
1.5 - 2.0,3.25 - 3.50,10.0 - 10.5,7.1,0.46,0.2,0.077,28.0,54.0,0.9956,0.64,high
1.5 - 2.0,3.25 - 3.50,10.5 - 11.0,7.9,0.765,0.0,0.084,9.0,22.0,0.9961899999999999,0.68,high
2.5 - 3.0,3.25 - 3.50,10.0 - 10.5,8.7,0.63,0.28,0.096,17.0,69.0,0.99734,0.63,high
2.0 - 2.5,3.25 - 3.50,10.5 - 11.0,7.0,0.42,0.19,0.071,18.0,36.0,0.9947600000000001,0.56,low
1.5 - 2.0,3.00 - 3.25,10.0 - 10.5,11.3,0.37,0.5,0.09,20.0,47.0,0.99734,0.57,low
2.0 - 2.5,3.25 - 3.50,> 12.0,7.1,0.16,0.44,0.068,17.0,31.0,0.9932799999999999,0.54,high
2.5 - 3.0,3.00 - 3.25,> 12.0,8.0,0.6,0.08,0.055999999999999994,3.0,7.0,0.9928600000000001,0.37,low
> 3.0,3.25 - 3.50,10.0 - 10.5,7.0,0.6,0.3,0.068,20.0,110.0,0.9991399999999999,1.17,low
> 3.0,3.25 - 3.50,10.0 - 10.5,7.0,0.6,0.3,0.068,20.0,110.0,0.9991399999999999,1.17,low
1.5 - 2.0,3.25 - 3.50,10.5 - 11.0,7.6,0.74,0.0,0.1,6.0,12.0,0.99521,0.59,low
2.0 - 2.5,3.25 - 3.50,10.5 - 11.0,8.2,0.635,0.1,0.073,25.0,60.0,0.9963799999999999,0.75,high
2.0 - 2.5,3.50 - 3.75,> 12.0,5.9,0.395,0.13,0.055999999999999994,14.0,28.0,0.9936200000000001,0.67,high
1.5 - 2.0,3.25 - 3.50,9.5 - 10.0,7.5,0.755,0.0,0.084,6.0,12.0,0.99672,0.49,low
2.0 - 2.5,3.25 - 3.50,10.5 - 11.0,8.2,0.635,0.1,0.073,25.0,60.0,0.9963799999999999,0.75,high
> 3.0,3.00 - 3.25,9.0 - 9.5,6.6,0.63,0.0,0.09300000000000001,51.0,77.5,0.9955799999999999,0.45,low
> 3.0,3.00 - 3.25,9.0 - 9.5,6.6,0.63,0.0,0.09300000000000001,51.0,77.5,0.9955799999999999,0.45,low
2.0 - 2.5,3.25 - 3.50,> 12.0,7.2,0.53,0.14,0.064,15.0,29.0,0.99323,0.61,high
<= 1.5,3.25 - 3.50,> 12.0,5.7,0.6,0.0,0.063,11.0,18.0,0.9919100000000001,0.56,high
2.0 - 2.5,3.25 - 3.50,10.5 - 11.0,7.6,1.58,0.0,0.13699999999999998,5.0,9.0,0.9947600000000001,0.4,low
2.0 - 2.5,3.50 - 4.01,> 12.0,5.2,0.645,0.0,0.08,15.0,28.0,0.99444,0.61,high
1.5 - 2.0,3.50 - 3.75,11.5 - 12.0,6.7,0.86,0.07,0.1,20.0,57.0,0.99598,0.74,high
2.0 - 2.5,3.25 - 3.50,11.0 - 11.5,9.1,0.37,0.32,0.064,4.0,15.0,0.9957600000000001,0.8,high
1.5 - 2.0,3.25 - 3.50,11.0 - 11.5,8.0,0.28,0.44,0.081,28.0,68.0,0.9950100000000001,0.66,low
2.0 - 2.5,3.00 - 3.25,9.0 - 9.5,7.6,0.79,0.21,0.087,21.0,68.0,0.9955,0.44,low
1.5 - 2.0,3.25 - 3.50,9.5 - 10.0,7.5,0.61,0.26,0.073,24.0,88.0,0.9961200000000001,0.53,low
2.0 - 2.5,3.25 - 3.50,10.0 - 10.5,9.7,0.69,0.32,0.08800000000000001,22.0,91.0,0.9979,0.62,low
> 3.0,3.25 - 3.50,11.0 - 11.5,6.8,0.68,0.09,0.068,15.0,29.0,0.99524,0.52,low
2.0 - 2.5,3.25 - 3.50,10.0 - 10.5,9.7,0.69,0.32,0.08800000000000001,22.0,91.0,0.9979,0.62,low
<= 1.5,3.25 - 3.50,9.0 - 9.5,7.0,0.62,0.1,0.071,27.0,63.0,0.996,0.61,low
1.5 - 2.0,3.25 - 3.50,9.5 - 10.0,7.5,0.61,0.26,0.073,24.0,88.0,0.9961200000000001,0.53,low
2.5 - 3.0,3.25 - 3.50,> 12.0,6.5,0.51,0.15,0.064,12.0,27.0,0.9929,0.59,high
1.5 - 2.0,3.25 - 3.50,10.0 - 10.5,8.0,1.18,0.21,0.083,14.0,41.0,0.9953200000000001,0.47,low
2.0 - 2.5,3.25 - 3.50,10.0 - 10.5,7.0,0.36,0.21,0.086,20.0,65.0,0.9955799999999999,0.54,high
2.0 - 2.5,3.25 - 3.50,10.0 - 10.5,7.0,0.36,0.21,0.086,24.0,69.0,0.99556,0.53,high
1.5 - 2.0,3.25 - 3.50,9.5 - 10.0,7.5,0.63,0.27,0.083,17.0,91.0,0.99616,0.58,high
<= 1.5,3.50 - 4.01,> 12.0,5.4,0.74,0.0,0.040999999999999995,16.0,46.0,0.9925799999999999,0.59,high
2.0 - 2.5,3.00 - 3.25,11.5 - 12.0,9.9,0.44,0.46,0.091,10.0,41.0,0.9963799999999999,0.69,high
1.5 - 2.0,3.25 - 3.50,9.5 - 10.0,7.5,0.63,0.27,0.083,17.0,91.0,0.99616,0.58,high
1.5 - 2.0,2.74 - 3.00,9.0 - 9.5,9.1,0.76,0.68,0.414,18.0,64.0,0.9965200000000001,1.33,high
2.5 - 3.0,3.25 - 3.50,10.0 - 10.5,9.7,0.66,0.34,0.094,12.0,88.0,0.9979600000000001,0.66,low
<= 1.5,3.50 - 4.01,> 12.0,5.0,0.74,0.0,0.040999999999999995,16.0,46.0,0.9925799999999999,0.59,high
1.5 - 2.0,3.00 - 3.25,11.0 - 11.5,9.1,0.34,0.42,0.057999999999999996,9.0,18.0,0.99392,0.55,low
1.5 - 2.0,3.00 - 3.25,10.5 - 11.0,9.1,0.36,0.39,0.06,21.0,55.0,0.99495,0.82,high
1.5 - 2.0,3.25 - 3.50,10.5 - 11.0,6.7,0.46,0.24,0.077,18.0,34.0,0.9948,0.6,high
1.5 - 2.0,3.25 - 3.50,10.5 - 11.0,6.7,0.46,0.24,0.077,18.0,34.0,0.9948,0.6,high
1.5 - 2.0,3.25 - 3.50,10.5 - 11.0,6.7,0.46,0.24,0.077,18.0,34.0,0.9948,0.6,high
1.5 - 2.0,3.25 - 3.50,10.5 - 11.0,6.7,0.46,0.24,0.077,18.0,34.0,0.9948,0.6,high
1.5 - 2.0,3.25 - 3.50,9.0 - 9.5,6.5,0.52,0.11,0.073,13.0,38.0,0.9955,0.52,low
2.0 - 2.5,3.25 - 3.50,9.5 - 10.0,7.4,0.6,0.26,0.083,17.0,91.0,0.99616,0.56,high
2.0 - 2.5,3.25 - 3.50,9.5 - 10.0,7.4,0.6,0.26,0.083,17.0,91.0,0.99616,0.56,high
> 3.0,3.25 - 3.50,9.0 - 9.5,7.8,0.87,0.26,0.107,31.0,67.0,0.9966799999999999,0.46,low
1.5 - 2.0,3.00 - 3.25,9.5 - 10.0,8.4,0.39,0.1,0.075,6.0,25.0,0.9958100000000001,0.43,high
2.0 - 2.5,3.00 - 3.25,9.5 - 10.0,9.1,0.775,0.22,0.079,12.0,48.0,0.9976,0.51,low
1.5 - 2.0,3.25 - 3.50,9.5 - 10.0,7.2,0.835,0.0,0.166,4.0,11.0,0.99608,0.52,low
2.0 - 2.5,3.25 - 3.50,> 12.0,6.6,0.58,0.02,0.069,19.0,40.0,0.99387,0.66,high
<= 1.5,3.25 - 3.50,9.0 - 9.5,6.0,0.5,0.0,0.057,15.0,26.0,0.9944799999999999,0.45,low
<= 1.5,3.25 - 3.50,9.0 - 9.5,6.0,0.5,0.0,0.057,15.0,26.0,0.9944799999999999,0.45,low
<= 1.5,3.25 - 3.50,9.0 - 9.5,6.0,0.5,0.0,0.057,15.0,26.0,0.9944799999999999,0.45,low
1.5 - 2.0,3.25 - 3.50,10.0 - 10.5,7.5,0.51,0.02,0.084,13.0,31.0,0.9953799999999999,0.54,high
1.5 - 2.0,3.25 - 3.50,10.0 - 10.5,7.5,0.51,0.02,0.084,13.0,31.0,0.9953799999999999,0.54,high
1.5 - 2.0,3.25 - 3.50,10.0 - 10.5,7.5,0.51,0.02,0.084,13.0,31.0,0.9953799999999999,0.54,high
1.5 - 2.0,3.25 - 3.50,10.0 - 10.5,7.6,0.54,0.02,0.085,17.0,31.0,0.9958899999999999,0.51,high
1.5 - 2.0,3.25 - 3.50,10.0 - 10.5,7.5,0.51,0.02,0.084,13.0,31.0,0.9953799999999999,0.54,high
2.5 - 3.0,3.00 - 3.25,10.5 - 11.0,11.5,0.42,0.48,0.077,8.0,20.0,0.9985200000000001,0.53,low
2.0 - 2.5,3.00 - 3.25,10.0 - 10.5,8.2,0.44,0.24,0.063,10.0,28.0,0.99613,0.53,high
2.0 - 2.5,3.50 - 3.75,11.0 - 11.5,6.1,0.59,0.01,0.055999999999999994,5.0,13.0,0.99472,0.56,low
1.5 - 2.0,3.25 - 3.50,9.0 - 9.5,7.2,0.655,0.03,0.078,7.0,12.0,0.99587,0.39,low
1.5 - 2.0,3.25 - 3.50,9.0 - 9.5,7.2,0.655,0.03,0.078,7.0,12.0,0.99587,0.39,low
2.5 - 3.0,3.25 - 3.50,10.5 - 11.0,6.9,0.57,0.0,0.081,21.0,41.0,0.99518,0.52,low
1.5 - 2.0,3.25 - 3.50,9.5 - 10.0,9.0,0.6,0.29,0.069,32.0,73.0,0.99654,0.57,low
2.0 - 2.5,3.25 - 3.50,11.5 - 12.0,7.2,0.62,0.01,0.065,8.0,46.0,0.9933200000000001,0.51,high
1.5 - 2.0,3.25 - 3.50,10.0 - 10.5,7.6,0.645,0.03,0.086,14.0,57.0,0.9969,0.46,low
1.5 - 2.0,3.25 - 3.50,10.0 - 10.5,7.6,0.645,0.03,0.086,14.0,57.0,0.9969,0.46,low
2.0 - 2.5,3.25 - 3.50,9.5 - 10.0,7.2,0.58,0.03,0.077,7.0,28.0,0.9956799999999999,0.52,low
1.5 - 2.0,3.25 - 3.50,10.0 - 10.5,6.1,0.32,0.25,0.086,5.0,32.0,0.99464,0.44,low
1.5 - 2.0,3.25 - 3.50,10.0 - 10.5,6.1,0.34,0.25,0.084,4.0,28.0,0.99464,0.44,low
2.0 - 2.5,3.50 - 3.75,11.0 - 11.5,7.3,0.43,0.24,0.078,27.0,67.0,0.9964799999999999,0.59,high
> 3.0,3.25 - 3.50,9.0 - 9.5,7.4,0.64,0.17,0.168,52.0,98.0,0.99736,0.5,low
<= 1.5,3.00 - 3.25,10.0 - 10.5,11.6,0.475,0.4,0.091,6.0,28.0,0.9970399999999999,0.65,high
2.0 - 2.5,3.00 - 3.25,10.5 - 11.0,9.2,0.54,0.31,0.11199999999999999,11.0,38.0,0.9969899999999999,0.56,low
2.0 - 2.5,3.25 - 3.50,10.0 - 10.5,8.3,0.85,0.14,0.09300000000000001,13.0,54.0,0.99724,0.54,low
<= 1.5,3.00 - 3.25,10.0 - 10.5,11.6,0.475,0.4,0.091,6.0,28.0,0.9970399999999999,0.65,high
1.5 - 2.0,3.25 - 3.50,9.5 - 10.0,8.0,0.83,0.27,0.08,11.0,63.0,0.9965200000000001,0.48,low
1.5 - 2.0,3.25 - 3.50,11.5 - 12.0,7.2,0.605,0.02,0.096,10.0,31.0,0.995,0.53,high
2.0 - 2.5,3.00 - 3.25,9.0 - 9.5,7.8,0.5,0.09,0.115,10.0,42.0,0.9971,0.62,low
1.5 - 2.0,3.00 - 3.25,9.5 - 10.0,7.3,0.74,0.08,0.094,10.0,45.0,0.9957600000000001,0.5,low
2.0 - 2.5,3.00 - 3.25,10.0 - 10.5,6.9,0.54,0.3,0.08800000000000001,9.0,105.0,0.99725,1.18,high
2.0 - 2.5,3.25 - 3.50,9.5 - 10.0,8.0,0.77,0.32,0.079,16.0,74.0,0.99656,0.5,high
1.5 - 2.0,3.25 - 3.50,10.0 - 10.5,6.6,0.61,0.0,0.069,4.0,8.0,0.9939600000000001,0.37,low
1.5 - 2.0,2.74 - 3.00,9.0 - 9.5,8.7,0.78,0.51,0.415,12.0,66.0,0.99623,1.17,low
> 3.0,3.00 - 3.25,11.5 - 12.0,7.5,0.58,0.56,0.153,5.0,14.0,0.9947600000000001,1.03,high
1.5 - 2.0,2.74 - 3.00,9.0 - 9.5,8.7,0.78,0.51,0.415,12.0,66.0,0.99623,1.17,low
> 3.0,3.00 - 3.25,9.0 - 9.5,7.7,0.75,0.27,0.11,34.0,89.0,0.99664,0.45,low
<= 1.5,3.25 - 3.50,9.5 - 10.0,6.8,0.815,0.0,0.267,16.0,29.0,0.99471,0.51,low
1.5 - 2.0,3.25 - 3.50,9.5 - 10.0,7.2,0.56,0.26,0.083,13.0,100.0,0.9958600000000001,0.52,low
<= 1.5,3.00 - 3.25,9.5 - 10.0,8.2,0.885,0.2,0.086,7.0,31.0,0.9946,0.46,low
2.0 - 2.5,3.50 - 3.75,> 12.0,5.2,0.49,0.26,0.09,23.0,74.0,0.9953,0.62,high
1.5 - 2.0,3.25 - 3.50,9.5 - 10.0,7.2,0.45,0.15,0.078,10.0,28.0,0.9960899999999999,0.51,high
2.5 - 3.0,3.25 - 3.50,10.5 - 11.0,7.5,0.57,0.02,0.077,11.0,35.0,0.9955700000000001,0.62,high
2.5 - 3.0,3.25 - 3.50,10.5 - 11.0,7.5,0.57,0.02,0.077,11.0,35.0,0.9955700000000001,0.62,high
1.5 - 2.0,3.25 - 3.50,9.5 - 10.0,6.8,0.83,0.09,0.07400000000000001,4.0,25.0,0.99534,0.45,low
2.0 - 2.5,3.25 - 3.50,9.5 - 10.0,8.0,0.6,0.22,0.08,25.0,105.0,0.99613,0.49,low
2.0 - 2.5,3.25 - 3.50,9.5 - 10.0,8.0,0.6,0.22,0.08,25.0,105.0,0.99613,0.49,low
1.5 - 2.0,3.00 - 3.25,9.0 - 9.5,7.1,0.755,0.15,0.107,20.0,84.0,0.99593,0.5,low
> 3.0,3.00 - 3.25,9.0 - 9.5,8.0,0.81,0.25,0.076,34.0,85.0,0.9966799999999999,0.42,low
1.5 - 2.0,3.25 - 3.50,9.5 - 10.0,7.4,0.64,0.07,0.1,8.0,23.0,0.9961,0.58,low
1.5 - 2.0,3.25 - 3.50,9.5 - 10.0,7.4,0.64,0.07,0.1,8.0,23.0,0.9961,0.58,low
> 3.0,3.25 - 3.50,10.0 - 10.5,6.6,0.64,0.31,0.083,7.0,49.0,0.99718,0.68,low
2.0 - 2.5,3.00 - 3.25,9.5 - 10.0,6.7,0.48,0.02,0.08,36.0,111.0,0.99524,0.53,low
2.0 - 2.5,3.50 - 3.75,> 12.0,6.0,0.49,0.0,0.068,15.0,33.0,0.99292,0.59,high
2.0 - 2.5,3.25 - 3.50,10.5 - 11.0,8.0,0.64,0.22,0.094,5.0,33.0,0.9961200000000001,0.58,low
<= 1.5,3.00 - 3.25,9.5 - 10.0,7.1,0.62,0.06,0.07,5.0,12.0,0.9942,0.48,low
1.5 - 2.0,3.25 - 3.50,10.0 - 10.5,8.0,0.52,0.25,0.078,19.0,59.0,0.9961200000000001,0.48,low
> 3.0,3.25 - 3.50,9.0 - 9.5,6.4,0.57,0.14,0.07,27.0,73.0,0.99669,0.48,low
1.5 - 2.0,3.25 - 3.50,9.5 - 10.0,8.6,0.685,0.1,0.092,3.0,12.0,0.99745,0.65,high
1.5 - 2.0,3.25 - 3.50,9.5 - 10.0,8.7,0.675,0.1,0.09,4.0,11.0,0.99745,0.65,low
1.5 - 2.0,3.25 - 3.50,9.5 - 10.0,7.3,0.59,0.26,0.08,17.0,104.0,0.99584,0.52,low
2.0 - 2.5,3.50 - 3.75,10.0 - 10.5,7.0,0.6,0.12,0.083,13.0,28.0,0.9966,0.62,high
2.0 - 2.5,3.25 - 3.50,11.0 - 11.5,7.2,0.67,0.0,0.068,10.0,24.0,0.9956,0.72,high
2.0 - 2.5,3.00 - 3.25,9.5 - 10.0,7.9,0.69,0.21,0.08,33.0,141.0,0.9962,0.51,low
2.0 - 2.5,3.00 - 3.25,9.5 - 10.0,7.9,0.69,0.21,0.08,33.0,141.0,0.9962,0.51,low
1.5 - 2.0,3.25 - 3.50,11.5 - 12.0,7.6,0.3,0.42,0.052000000000000005,6.0,24.0,0.9963,0.82,high
1.5 - 2.0,3.00 - 3.25,9.5 - 10.0,7.2,0.33,0.33,0.061,3.0,13.0,0.996,1.1,high
2.5 - 3.0,3.25 - 3.50,10.5 - 11.0,8.0,0.5,0.39,0.08199999999999999,12.0,46.0,0.9985,0.62,high
1.5 - 2.0,3.25 - 3.50,11.0 - 11.5,7.7,0.28,0.3,0.062,18.0,34.0,0.9952,0.9,high
> 3.0,3.00 - 3.25,10.5 - 11.0,8.2,0.24,0.34,0.062,8.0,22.0,0.9974,0.94,high
2.0 - 2.5,3.50 - 3.75,10.5 - 11.0,6.0,0.51,0.0,0.064,40.0,54.0,0.995,0.93,high
2.0 - 2.5,3.25 - 3.50,> 12.0,8.1,0.29,0.36,0.048,35.0,53.0,0.995,1.01,high
2.0 - 2.5,3.50 - 3.75,10.5 - 11.0,6.0,0.51,0.0,0.064,40.0,54.0,0.995,0.93,high
1.5 - 2.0,3.25 - 3.50,11.5 - 12.0,6.6,0.96,0.0,0.08199999999999999,5.0,16.0,0.9936,0.44,high
2.0 - 2.5,3.50 - 3.75,10.5 - 11.0,6.4,0.47,0.4,0.071,8.0,19.0,0.9963,0.73,high
> 3.0,3.00 - 3.25,10.5 - 11.0,8.2,0.24,0.34,0.062,8.0,22.0,0.9974,0.94,high
1.5 - 2.0,3.00 - 3.25,10.0 - 10.5,9.9,0.57,0.25,0.10400000000000001,12.0,89.0,0.9963,0.9,low
2.0 - 2.5,3.00 - 3.25,9.5 - 10.0,10.0,0.32,0.59,0.077,3.0,15.0,0.9994,0.78,low
1.5 - 2.0,3.50 - 3.75,9.0 - 9.5,6.2,0.58,0.0,0.065,8.0,18.0,0.9966,0.84,low
2.0 - 2.5,3.00 - 3.25,9.5 - 10.0,10.0,0.32,0.59,0.077,3.0,15.0,0.9994,0.78,low
2.0 - 2.5,3.25 - 3.50,> 12.0,7.3,0.34,0.33,0.064,21.0,37.0,0.9952,0.77,high
1.5 - 2.0,3.00 - 3.25,9.5 - 10.0,7.8,0.53,0.01,0.077,3.0,19.0,0.995,0.46,low
2.0 - 2.5,3.25 - 3.50,9.5 - 10.0,7.7,0.64,0.21,0.077,32.0,133.0,0.9956,0.45,low
1.5 - 2.0,3.00 - 3.25,9.5 - 10.0,7.8,0.53,0.01,0.077,3.0,19.0,0.995,0.46,low
1.5 - 2.0,3.25 - 3.50,9.0 - 9.5,7.5,0.4,0.18,0.079,24.0,58.0,0.9965,0.58,low
2.0 - 2.5,3.25 - 3.50,11.0 - 11.5,7.0,0.54,0.0,0.079,39.0,55.0,0.9956,0.84,high
> 3.0,3.25 - 3.50,10.5 - 11.0,6.4,0.53,0.09,0.12300000000000001,14.0,31.0,0.9968,0.67,low
<= 1.5,3.25 - 3.50,9.5 - 10.0,8.3,0.26,0.37,0.076,8.0,23.0,0.9974,0.7,high
<= 1.5,3.25 - 3.50,9.5 - 10.0,8.3,0.26,0.37,0.076,8.0,23.0,0.9974,0.7,high
1.5 - 2.0,3.25 - 3.50,> 12.0,7.7,0.23,0.37,0.046,23.0,60.0,0.9971,0.71,high
2.0 - 2.5,3.25 - 3.50,11.0 - 11.5,7.6,0.41,0.33,0.078,6.0,23.0,0.9957,0.58,low
1.5 - 2.0,3.25 - 3.50,10.5 - 11.0,7.8,0.64,0.0,0.07200000000000001,27.0,55.0,0.9962,0.63,low
2.0 - 2.5,3.25 - 3.50,11.0 - 11.5,7.9,0.18,0.4,0.049,38.0,67.0,0.996,0.93,low
1.5 - 2.0,3.25 - 3.50,10.0 - 10.5,7.4,0.41,0.24,0.066,18.0,47.0,0.9956,0.62,low
2.0 - 2.5,3.25 - 3.50,9.5 - 10.0,7.6,0.43,0.31,0.069,13.0,74.0,0.9958,0.54,high
1.5 - 2.0,3.25 - 3.50,11.5 - 12.0,5.9,0.44,0.0,0.042,3.0,11.0,0.9944,0.85,high
1.5 - 2.0,3.25 - 3.50,10.0 - 10.5,6.1,0.4,0.16,0.069,11.0,25.0,0.9955,0.74,high
> 3.0,3.00 - 3.25,<= 9.0,10.2,0.54,0.37,0.214,55.0,95.0,1.00369,0.77,high
> 3.0,3.00 - 3.25,<= 9.0,10.2,0.54,0.37,0.214,55.0,95.0,1.00369,0.77,high
1.5 - 2.0,3.00 - 3.25,<= 9.0,10.0,0.38,0.38,0.16899999999999998,27.0,90.0,0.9991399999999999,0.65,low
> 3.0,3.50 - 3.75,11.0 - 11.5,6.8,0.915,0.29,0.07,15.0,39.0,0.99577,0.54,low
1.5 - 2.0,3.25 - 3.50,10.0 - 10.5,7.0,0.59,0.0,0.052000000000000005,3.0,8.0,0.996,0.47,low
2.0 - 2.5,3.25 - 3.50,11.0 - 11.5,7.3,0.67,0.02,0.07200000000000001,31.0,92.0,0.99566,0.68,high
1.5 - 2.0,3.00 - 3.25,11.0 - 11.5,7.2,0.37,0.32,0.062,15.0,28.0,0.9947,0.73,high
> 3.0,3.00 - 3.25,9.5 - 10.0,7.4,0.785,0.19,0.094,19.0,98.0,0.99713,0.52,high
1.5 - 2.0,3.25 - 3.50,9.5 - 10.0,6.9,0.63,0.02,0.078,18.0,30.0,0.9971200000000001,0.75,low
1.5 - 2.0,3.25 - 3.50,11.5 - 12.0,6.9,0.58,0.2,0.057999999999999996,8.0,22.0,0.9932200000000001,0.49,low
2.0 - 2.5,3.25 - 3.50,11.0 - 11.5,7.3,0.67,0.02,0.07200000000000001,31.0,92.0,0.99566,0.68,high
> 3.0,3.00 - 3.25,9.5 - 10.0,7.4,0.785,0.19,0.094,19.0,98.0,0.99713,0.52,high
1.5 - 2.0,3.25 - 3.50,9.5 - 10.0,6.9,0.63,0.02,0.078,18.0,30.0,0.9971200000000001,0.75,low
1.5 - 2.0,3.25 - 3.50,9.5 - 10.0,6.8,0.67,0.0,0.08,22.0,39.0,0.9970100000000001,0.74,low
1.5 - 2.0,3.25 - 3.50,9.5 - 10.0,6.9,0.58,0.01,0.08,40.0,54.0,0.9968299999999999,0.73,low
1.5 - 2.0,3.00 - 3.25,11.0 - 11.5,7.2,0.38,0.31,0.055999999999999994,15.0,29.0,0.99472,0.76,high
1.5 - 2.0,3.00 - 3.25,11.0 - 11.5,7.2,0.37,0.32,0.062,15.0,28.0,0.9947,0.73,high
2.5 - 3.0,3.25 - 3.50,10.5 - 11.0,7.8,0.32,0.44,0.10400000000000001,8.0,17.0,0.9973200000000001,0.78,high
1.5 - 2.0,3.25 - 3.50,11.5 - 12.0,6.6,0.58,0.02,0.062,37.0,53.0,0.99374,0.76,high
1.5 - 2.0,3.25 - 3.50,<= 9.0,7.6,0.49,0.33,0.07400000000000001,27.0,85.0,0.9970600000000001,0.58,low
2.0 - 2.5,3.00 - 3.25,10.5 - 11.0,11.7,0.45,0.63,0.073,7.0,23.0,0.99974,0.69,high
1.5 - 2.0,3.25 - 3.50,10.5 - 11.0,6.5,0.9,0.0,0.052000000000000005,9.0,17.0,0.99467,0.63,high
1.5 - 2.0,3.25 - 3.50,10.5 - 11.0,6.0,0.54,0.06,0.05,38.0,89.0,0.99236,0.5,high
1.5 - 2.0,3.25 - 3.50,<= 9.0,7.6,0.49,0.33,0.07400000000000001,27.0,85.0,0.9970600000000001,0.58,low
1.5 - 2.0,3.25 - 3.50,10.0 - 10.5,8.4,0.29,0.4,0.067,8.0,20.0,0.99603,0.6,low
1.5 - 2.0,3.25 - 3.50,11.5 - 12.0,7.9,0.2,0.35,0.054000000000000006,7.0,15.0,0.9945799999999999,0.8,high
2.0 - 2.5,3.25 - 3.50,10.0 - 10.5,6.4,0.42,0.09,0.054000000000000006,34.0,64.0,0.99724,0.68,high
2.0 - 2.5,3.50 - 3.75,9.5 - 10.0,6.2,0.785,0.0,0.06,6.0,13.0,0.99664,0.61,low
2.0 - 2.5,3.25 - 3.50,10.0 - 10.5,6.8,0.64,0.03,0.075,14.0,31.0,0.99545,0.58,high
2.0 - 2.5,3.25 - 3.50,10.5 - 11.0,6.9,0.63,0.01,0.076,14.0,39.0,0.9952200000000001,0.53,high
1.5 - 2.0,3.25 - 3.50,9.5 - 10.0,6.8,0.59,0.1,0.063,34.0,53.0,0.9958,0.67,low
1.5 - 2.0,3.25 - 3.50,9.5 - 10.0,6.8,0.59,0.1,0.063,34.0,53.0,0.9958,0.67,low
2.0 - 2.5,3.25 - 3.50,9.5 - 10.0,7.3,0.48,0.32,0.062,31.0,54.0,0.9972799999999999,0.65,high
2.0 - 2.5,3.50 - 3.75,10.5 - 11.0,6.7,1.04,0.08,0.067,19.0,32.0,0.9964799999999999,0.57,low
2.0 - 2.5,3.25 - 3.50,9.5 - 10.0,7.3,0.48,0.32,0.062,31.0,54.0,0.9972799999999999,0.65,high
2.0 - 2.5,3.25 - 3.50,9.5 - 10.0,7.3,0.98,0.05,0.061,20.0,49.0,0.99705,0.55,low
<= 1.5,2.74 - 3.00,9.5 - 10.0,10.0,0.69,0.11,0.084,8.0,24.0,0.9957799999999999,0.47,low
> 3.0,3.25 - 3.50,> 12.0,6.7,0.7,0.08,0.067,8.0,16.0,0.99334,0.52,low
2.5 - 3.0,3.25 - 3.50,11.0 - 11.5,7.6,0.35,0.6,0.073,23.0,44.0,0.99656,0.79,high
1.5 - 2.0,3.25 - 3.50,10.5 - 11.0,6.1,0.6,0.08,0.071,14.0,45.0,0.99336,0.54,low
> 3.0,3.00 - 3.25,<= 9.0,9.9,0.5,0.5,0.205,48.0,82.0,1.00242,0.75,low
2.0 - 2.5,3.50 - 3.75,> 12.0,5.3,0.47,0.11,0.048,16.0,89.0,0.99182,0.88,high
> 3.0,3.00 - 3.25,<= 9.0,9.9,0.5,0.5,0.205,48.0,82.0,1.00242,0.75,low
2.0 - 2.5,3.50 - 3.75,> 12.0,5.3,0.47,0.11,0.048,16.0,89.0,0.99182,0.88,high
> 3.0,3.25 - 3.50,10.0 - 10.5,7.1,0.875,0.05,0.08199999999999999,3.0,14.0,0.99808,0.52,low
2.5 - 3.0,3.25 - 3.50,10.5 - 11.0,8.2,0.28,0.6,0.10400000000000001,10.0,22.0,0.99828,0.68,low
